code,name
8098.T,稲畑産業株式会社
2270.T,雪印メグミルク株式会社
9824.T,泉州電業株式会社
3167.T,株式会社ＴＯＫＡＩホールディングス
2780.T,株式会社コメ兵ホールディングス
8154.T,加賀電子株式会社
6737.T,ＥＩＺＯ株式会社
3222.T,ユナイテッド・スーパーマーケット・ホールディングス株式会社
9682.T,株式会社ＤＴＳ
7287.T,日本精機株式会社
350A.T,デジタルグリッド株式会社
3762.T,テクマトリックス株式会社
2353.T,日本駐車場開発株式会社
4593.T,株式会社ヘリオス
2602.T,日清オイリオグループ株式会社
3276.T,株式会社ＪＰＭＣ
1723.T,日本電技株式会社
8541.T,株式会社　愛媛銀行
7947.T,株式会社エフピコ
7242.T,カヤバ株式会社
9603.T,株式会社エイチ・アイ・エス
8600.T,トモニホールディングス株式会社
7296.T,株式会社エフ・シー・シー
3449.T,株式会社テクノフレックス
6454.T,マックス株式会社
4071.T,株式会社プラスアルファ・コンサルティング
6036.T,ＫｅｅＰｅｒ技研株式会社
3176.T,三洋貿易株式会社
4894.T,クオリプス株式会社
2659.T,株式会社サンエー
7381.T,株式会社ＣＣＩグループ
5602.T,株式会社栗本鐵工所
9743.T,株式会社丹青社
1965.T,株式会社テクノ菱和
6363.T,株式会社酉島製作所
9678.T,株式会社カナモト
9119.T,飯野海運株式会社
9336.T,大栄環境株式会社
7085.T,株式会社カーブスホールディングス
7226.T,極東開発工業株式会社
1419.T,タマホーム株式会社
7513.T,株式会社コジマ
1879.T,新日本建設株式会社
6516.T,山洋電気株式会社
8065.T,佐藤商事株式会社
9880.T,イノテック株式会社
2124.T,株式会社ジェイエイシーリクルートメント
8511.T,日本証券金融株式会社
4187.T,大阪有機化学工業株式会社
5702.T,株式会社大紀アルミニウム工業所
3569.T,セーレン株式会社
4549.T,栄研化学株式会社
9075.T,福山通運株式会社
9010.T,富士急行株式会社
3083.T,スターシーズ株式会社
4045.T,東亞合成株式会社
6914.T,オプテックスグループ株式会社
7606.T,株式会社ユナイテッドアローズ
4996.T,クミアイ化学工業株式会社
7384.T,株式会社プロクレアホールディングス
8584.T,株式会社ジャックス
8057.T,株式会社内田洋行
4431.T,株式会社スマレジ
2760.T,東京エレクトロンデバイス株式会社
1926.T,ライト工業株式会社
2678.T,アスクル株式会社
2330.T,株式会社フォーサイド
5208.T,株式会社有沢製作所
9247.T,ＴＲＥホールディングス株式会社
7711.T,助川電気工業株式会社
3825.T,株式会社リミックスポイント
9536.T,西部ガスホールディングス株式会社
9948.T,株式会社アークス
6521.T,株式会社オキサイド
8399.T,株式会社琉球銀行
5482.T,愛知製鋼株式会社
5889.T,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ株式会社
5161.T,西川ゴム工業株式会社
8129.T,東邦ホールディングス株式会社
8818.T,京阪神ビルディング株式会社
7730.T,マニー株式会社
6371.T,株式会社椿本チエイン
4477.T,ＢＡＳＥ株式会社
7994.T,株式会社オカムラ
7743.T,株式会社シード
2815.T,アリアケジャパン株式会社
3399.T,株式会社丸千代山岡家
9090.T,ＡＺ－ＣＯＭ丸和ホールディングス株式会社
4665.T,株式会社ダスキン
8337.T,株式会社千葉興業銀行
4686.T,株式会社ジャストシステム
167A.T,リョーサン菱洋ホールディングス株式会社
8219.T,青山商事株式会社
6395.T,株式会社タダノ
6023.T,ダイハツインフィニアース株式会社
212A.T,フィットイージー株式会社
9793.T,株式会社ダイセキ
8005.T,株式会社スクロール
8614.T,東洋証券株式会社
7433.T,伯東株式会社
9832.T,株式会社オートバックスセブン
3591.T,株式会社ワコールホールディングス
417A.T,株式会社ブルーゾーンホールディングス
7746.T,岡本硝子株式会社
287A.T,黒田グループ株式会社
4290.T,株式会社プレステージ・インターナショナル
6644.T,大崎電気工業株式会社
6794.T,フォスター電機株式会社
9425.T,ＲｅＹｕｕ　Ｊａｐａｎ株式会社
4044.T,セントラル硝子株式会社
4598.T,ＤｅｌｔａーＦｌｙ　Ｐｈａｒｍａ株式会社
4420.T,イーソル株式会社
7780.T,株式会社メニコン
8061.T,西華産業株式会社
4425.T,Ｋｕｄａｎ株式会社
1952.T,新日本空調株式会社
7236.T,株式会社ティラド
2001.T,株式会社ニップン
3946.T,株式会社トーモク
7839.T,株式会社ＳＨＯＥＩ
2317.T,株式会社システナ
2612.T,かどや製油株式会社
6986.T,双葉電子工業株式会社
4275.T,株式会社カーリット
8051.T,株式会社山善
4553.T,東和薬品株式会社
6727.T,株式会社ワコム
9552.T,株式会社クオンツ総研ホールディングス
4825.T,株式会社ウェザーニューズ
8803.T,平和不動産株式会社
4997.T,日本農薬株式会社
1663.T,Ｋ＆Ｏエナジーグループ株式会社
7972.T,株式会社イトーキ
4968.T,荒川化学工業株式会社
4521.T,科研製薬株式会社
3036.T,アルコニックス株式会社
8059.T,第一実業株式会社
1941.T,株式会社中電工
3932.T,株式会社アカツキ
9715.T,トランス・コスモス株式会社
7245.T,大同メタル工業株式会社
4041.T,日本曹達株式会社
6588.T,東芝テック株式会社
5975.T,東プレ株式会社
4840.T,株式会社トライアイズ
9304.T,澁澤倉庫株式会社
4174.T,株式会社アピリッツ
6331.T,三菱化工機株式会社
3673.T,株式会社ブロードリーフ
7794.T,株式会社イーディーピー
8622.T,水戸証券株式会社
6838.T,株式会社多摩川ホールディングス
262A.T,株式会社インターメスティック
4493.T,株式会社サイバーセキュリティクラウド
3661.T,株式会社エムアップホールディングス
8897.T,ＭＩＲＡＲＴＨホールディングス株式会社
6995.T,株式会社東海理化電機製作所
9716.T,株式会社乃村工藝社
4258.T,株式会社網屋
7157.T,ライフネット生命保険株式会社
6998.T,日本タングステン株式会社
7516.T,コーナン商事株式会社
7609.T,ダイトロン株式会社
3104.T,富士紡ホールディングス株式会社
2220.T,亀田製菓株式会社
6183.T,株式会社ベルシステム２４ホールディングス
4674.T,株式会社クレスコ
3663.T,株式会社セルシス
1377.T,株式会社　サカタのタネ
3050.T,ＤＣＭホールディングス株式会社
6080.T,Ｍ＆Ａキャピタルパートナーズ株式会社
4933.T,株式会社Ｉ－ｎｅ
6118.T,アイダエンジニアリング株式会社
8151.T,株式会社東陽テクニカ
9303.T,株式会社住友倉庫
8179.T,ロイヤルホールディングス株式会社
4928.T,株式会社ノエビアホールディングス
5246.T,株式会社ＥＬＥＭＥＮＴＳ
7810.T,株式会社クロスフォー
7715.T,長野計器株式会社
7864.T,株式会社フジシールインターナショナル
218A.T,株式会社Ｌｉｂｅｒａｗａｒｅ
2281.T,プリマハム株式会社
3252.T,地主株式会社
1950.T,日本電設工業株式会社
6736.T,サン電子株式会社
8551.T,株式会社　北日本銀行
166A.T,株式会社タスキホールディングス
2590.T,ダイドーグループホールディングス株式会社
3851.T,株式会社日本一ソフトウェア
7545.T,株式会社西松屋チェーン
7238.T,曙ブレーキ工業株式会社
7199.T,プレミアグループ株式会社
3245.T,株式会社ディア・ライフ
4417.T,グローバルセキュリティエキスパート株式会社
1946.T,株式会社トーエネック
8585.T,株式会社オリエントコーポレーション
3491.T,株式会社ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ
6570.T,株式会社共和コーポレーション
6458.T,新晃工業株式会社
8218.T,株式会社コメリ
135A.T,株式会社ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ
2681.T,株式会社ゲオホールディングス
5851.T,リョービ株式会社
6340.T,澁谷工業株式会社
4189.T,ＫＨネオケム株式会社
4746.T,株式会社東計電算
1852.T,株式会社淺沼組
2315.T,株式会社ＣＡＩＣＡ　ＤＩＧＩＴＡＬ
7246.T,プレス工業株式会社
6652.T,ＩＤＥＣ株式会社
1968.T,太平電業株式会社
3656.T,ＫＬａｂ株式会社
3854.T,株式会社アイル
6668.T,株式会社アドテックプラズマテクノロジー
4889.T,株式会社レナサイエンス
6486.T,イーグル工業株式会社
2986.T,株式会社ＬＡホールディングス
1934.T,株式会社ユアテック
6929.T,日本セラミック株式会社
9960.T,東テク株式会社
2337.T,いちご株式会社
4095.T,日本パーカライジング株式会社
520A.T,ジェイファーマ株式会社
7504.T,株式会社高速
1815.T,鉄建建設株式会社
6619.T,ダブル・スコープ株式会社
3087.T,株式会社ドトール・日レスホールディングス
8739.T,スパークス・グループ株式会社
7241.T,フタバ産業株式会社
1720.T,東急建設株式会社
5451.T,株式会社ヨドコウ
7995.T,株式会社バルカー
8125.T,株式会社ワキタ
6744.T,能美防災株式会社
2384.T,ＳＢＳホールディングス株式会社
6750.T,エレコム株式会社
6474.T,株式会社不二越
8130.T,株式会社サンゲツ
3093.T,株式会社トレジャー・ファクトリー
9692.T,株式会社シーイーシー
9605.T,東映株式会社
6209.T,リケンＮＰＲ株式会社
5842.T,インテグラル株式会社
4633.T,サカタインクス株式会社
7613.T,シークス株式会社
6332.T,月島ホールディングス株式会社
6282.T,オイレス工業株式会社
9887.T,株式会社松屋フーズホールディングス
3676.T,株式会社デジタルハーツホールディングス
5480.T,日本冶金工業株式会社
6745.T,ホーチキ株式会社
7138.T,株式会社ＴＯＲＩＣＯ
471A.T,ＮＳグループ株式会社
1945.T,株式会社東京エネシス
5632.T,三菱製鋼株式会社
4222.T,児玉化学工業株式会社
4220.T,リケンテクノス株式会社
6433.T,ヒーハイスト株式会社
8923.T,トーセイ株式会社
7719.T,株式会社東京衡機
4559.T,ゼリア新薬工業株式会社
7944.T,ローランド株式会社
9274.T,ＫＰＰグループホールディングス株式会社
7981.T,タカラスタンダード株式会社
8037.T,カメイ株式会社
9511.T,沖縄電力株式会社
4569.T,杏林製薬株式会社
3844.T,コムチュア株式会社
6908.T,イリソ電子工業株式会社
7047.T,ポート株式会社
3076.T,あいホールディングス株式会社
7476.T,アズワン株式会社
8395.T,株式会社佐賀銀行
9699.T,ニシオホールディングス株式会社
6237.T,株式会社イワキ
7475.T,アルビス株式会社
8934.T,サンフロンティア不動産株式会社
3443.T,川田テクノロジーズ株式会社
7383.T,株式会社ネットプロテクションズホールディングス
4393.T,株式会社バンク・オブ・イノベーション
9757.T,株式会社船井総研ホールディングス
8613.T,丸三証券株式会社
9551.T,メタウォーター株式会社
9900.T,株式会社サガミホールディングス
9882.T,株式会社イエローハット
4056.T,ニューラルグループ株式会社
4583.T,株式会社カイオム・バイオサイエンス
3284.T,株式会社フージャースホールディングス
3608.T,株式会社ＴＳＩホールディングス
9889.T,ＪＢＣＣホールディングス株式会社
3191.T,株式会社ジョイフル本田
4320.T,株式会社ＣＥホールディングス
7283.T,愛三工業株式会社
9278.T,ブックオフグループホールディングス株式会社
4499.T,株式会社Ｓｐｅｅｅ
2874.T,横浜冷凍株式会社
7976.T,三菱鉛筆株式会社
6597.T,ＨＰＣシステムズ株式会社
1899.T,株式会社福田組
9347.T,日本管財ホールディングス株式会社
8200.T,株式会社リンガーハット
2664.T,株式会社カワチ薬品
7172.T,株式会社ジャパンインベストメントアドバイザー
9308.T,乾汽船株式会社
8706.T,極東証券株式会社
7915.T,ＮＩＳＳＨＡ株式会社
5302.T,日本カーボン株式会社
7734.T,理研計器株式会社
7224.T,新明和工業株式会社
8133.T,伊藤忠エネクス株式会社
2288.T,丸大食品株式会社
2154.T,株式会社オープンアップグループ
1870.T,矢作建設工業株式会社
6440.T,ＪＵＫＩ株式会社
1982.T,日比谷総合設備株式会社
6287.T,株式会社サトー
6677.T,株式会社エスケーエレクトロニクス
5186.T,ニッタ株式会社
299A.T,クラシル株式会社
6584.T,三櫻工業株式会社
5031.T,モイ株式会社
6226.T,守谷輸送機工業株式会社
9534.T,北海道瓦斯株式会社
8708.T,アイザワ証券グループ株式会社
9746.T,株式会社　ＴＫＣ
3153.T,八洲電機株式会社
8276.T,株式会社　平和堂
7177.T,ＧＭＯフィナンシャルホールディングス株式会社
8278.T,株式会社フジ
8715.T,アニコム　ホールディングス株式会社
5027.T,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ株式会社
4216.T,旭有機材株式会社
8032.T,日本紙パルプ商事株式会社
8771.T,イー・ギャランティ株式会社
5440.T,共英製鋼株式会社
6651.T,日東工業株式会社
3880.T,大王製紙株式会社
6844.T,新電元工業株式会社
6947.T,株式会社図研
3034.T,クオールホールディングス株式会社
8097.T,三愛オブリ株式会社
6345.T,株式会社アイチコーポレーション
4973.T,日本高純度化学株式会社
590A.T,ギフティグループ株式会社
6349.T,株式会社小森コーポレーション
8214.T,株式会社ＡＯＫＩホールディングス
8011.T,株式会社三陽商会
6962.T,株式会社大真空
4526.T,理研ビタミン株式会社
5572.T,株式会社Ｒｉｄｇｅ－ｉ
6905.T,コーセル株式会社
4165.T,株式会社プレイド
5288.T,アジアパイルホールディングス株式会社
7128.T,ユニソルホールディングス株式会社
5911.T,株式会社横河ブリッジホールディングス
3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ株式会社
2170.T,株式会社リンクアンドモチベーション
7279.T,株式会社ハイレックスコーポレーション
6840.T,株式会社ＡＫＩＢＡホールディングス
1835.T,東鉄工業株式会社
5192.T,三ツ星ベルト株式会社
4274.T,細谷火工株式会社
7280.T,株式会社ミツバ
2168.T,株式会社パソナグループ
9416.T,株式会社ビジョン
421A.T,株式会社ムービン・ストラテジック・キャリア
4418.T,株式会社ＪＤＳＣ
8043.T,スターゼン株式会社
6741.T,日本信号株式会社
1975.T,株式会社朝日工業社
6859.T,エスペック株式会社
7600.T,株式会社　日本エム・ディ・エム
9997.T,株式会社ベルーナ
4390.T,株式会社アイ・ピー・エス
6742.T,株式会社京三製作所
4109.T,ステラケミファ株式会社
7412.T,株式会社アトム
3915.T,株式会社テラスカイ
2918.T,わらべや日洋ホールディングス株式会社
3395.T,株式会社サンマルクホールディングス
7818.T,株式会社トランザクション
3131.T,シンデン・ハイテックス株式会社
4972.T,綜研化学株式会社
277A.T,グロービング株式会社
6310.T,井関農機株式会社
4813.T,株式会社ＡＣＣＥＳＳ
255A.T,ジーエルテクノホールディングス株式会社
4008.T,住友精化株式会社
1783.T,株式会社ｆａｎｔａｓｉｓｔａ
9039.T,株式会社サカイ引越センター
7575.T,日本ライフライン株式会社
1514.T,住石ホールディングス株式会社
2975.T,スター・マイカ・ホールディングス株式会社
8624.T,いちよし証券株式会社
9267.T,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ株式会社
6145.T,ＮＩＴＴＯＫＵ株式会社
4343.T,株式会社イオンファンタジー
6200.T,株式会社インソース
8850.T,スターツコーポレーション株式会社
2733.T,株式会社あらた
3539.T,株式会社ＪＭホールディングス
4064.T,日本カーバイド工業株式会社
8160.T,株式会社　木曽路
6785.T,株式会社鈴木
4833.T,株式会社Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ
150A.T,株式会社ＪＳＨ
6284.T,日精エー・エス・ビー機械株式会社
7593.T,ＶＴホールディングス株式会社
7595.T,株式会社アルゴグラフィックス
5563.T,新日本電工株式会社
6071.T,株式会社ＩＢＪ
3632.T,グリーホールディングス株式会社
9424.T,日本通信株式会社
4985.T,アース製薬株式会社
3856.T,Ａｂａｌａｎｃｅ株式会社
9830.T,トラスコ中山株式会社
8789.T,フィンテック　グローバル株式会社
9672.T,東京都競馬株式会社
9025.T,鴻池運輸株式会社
9324.T,安田倉庫株式会社
3193.T,株式会社エターナルホスピタリティグループ
8558.T,株式会社東和銀行
5410.T,合同製鐵株式会社
8074.T,株式会社ＹＵＡＳＡ
6336.T,株式会社石井表記
2108.T,日本甜菜製糖株式会社
1939.T,株式会社四電工
4658.T,日本空調サービス株式会社
4246.T,ダイキョーニシカワ株式会社
3040.T,株式会社ソリトンシステムズ
4958.T,長谷川香料株式会社
9828.T,株式会社Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ
7779.T,ＣＹＢＥＲＤＹＮＥ株式会社
7970.T,信越ポリマー株式会社
3810.T,サイバーステップホールディングス株式会社
4547.T,キッセイ薬品工業株式会社
6638.T,株式会社ミマキエンジニアリング
8566.T,リコーリース株式会社
6088.T,株式会社シグマクシス・ホールディングス
7856.T,萩原工業株式会社
4481.T,ベース株式会社
3441.T,株式会社山王
5262.T,日本ヒューム株式会社
2705.T,株式会社大戸屋ホールディングス
7409.T,ＡｅｒｏＥｄｇｅ株式会社
9556.T,ＩＮＴＬＯＯＰ株式会社
5367.T,株式会社ニッカトー
5970.T,株式会社ジーテクト
5892.T,株式会社ｙｕｔｏｒｉ
2321.T,株式会社ソフトフロントホールディングス
8255.T,アクシアル　リテイリング株式会社
5461.T,中部鋼鈑株式会社
2929.T,株式会社ファーマフーズ
2395.T,株式会社新日本科学
9413.T,株式会社テレビ東京ホールディングス
2120.T,株式会社ＬＩＦＵＬＬ
6176.T,株式会社ブランジスタ
1814.T,大末建設株式会社
5949.T,ユニプレス株式会社
1898.T,世紀東急工業株式会社
5137.T,株式会社スマートドライブ
7480.T,スズデン株式会社
3853.T,アステリア株式会社
8185.T,株式会社チヨダ
6897.T,株式会社ツインバード
3696.T,株式会社セレス
7745.T,株式会社Ａ＆Ｄホロンホールディングス
7821.T,前田工繊株式会社
9869.T,加藤産業株式会社
6459.T,だいわ株式会社
3741.T,株式会社セック
4552.T,ＪＣＲファーマ株式会社
4914.T,高砂香料工業株式会社
9543.T,静岡ガス株式会社
4694.T,株式会社ビー・エム・エル
3148.T,株式会社クリエイトＳＤホールディングス
9621.T,株式会社建設技術研究所
2109.T,ＤＭ三井製糖株式会社
8008.T,株式会社ヨンドシーホールディングス
9348.T,株式会社ｉｓｐａｃｅ
4116.T,大日精化工業株式会社
2791.T,大黒天物産株式会社
1871.T,ピーエス・コンストラクション株式会社
3232.T,三重交通グループホールディングス株式会社
2004.T,昭和産業株式会社
8713.T,フィデアホールディングス株式会社
8052.T,椿本興業株式会社
1938.T,日本リーテック株式会社
6309.T,巴工業株式会社
6277.T,ホソカワミクロン株式会社
6463.T,ＴＰＲ株式会社
4293.T,株式会社セプテーニ・ホールディングス
5943.T,株式会社ノーリツ
6317.T,株式会社北川鉄工所
3668.T,株式会社コロプラ
5381.T,マイポックス株式会社
6081.T,アライドアーキテクツ株式会社
2742.T,株式会社ハローズ
8141.T,新光商事株式会社
6817.T,スミダコーポレーション株式会社
3482.T,ロードスターキャピタル株式会社
6659.T,株式会社メディアリンクス
4051.T,ＧＭＯフィナンシャルゲート株式会社
9470.T,株式会社学研ホールディングス
2931.T,株式会社ユーグレナ
3903.T,株式会社ｇｕｍｉ
7239.T,株式会社タチエス
9974.T,株式会社ベルク
9902.T,株式会社日伝
409A.T,オリオンビール株式会社
2613.T,株式会社Ｊ－オイルミルズ
7130.T,ヤマエグループホールディングス株式会社
8163.T,ＳＲＳホールディングス株式会社
6369.T,トーヨーカネツ株式会社
4548.T,生化学工業株式会社
4554.T,富士製薬工業株式会社
7366.T,株式会社ＬＩＴＡＬＩＣＯ
8137.T,サンワテクノス株式会社
3636.T,株式会社三菱総合研究所
5121.T,藤倉コンポジット株式会社
9037.T,株式会社ハマキョウレックス
8084.T,株式会社ＲＹＯＤＥＮ
1813.T,株式会社不動テトラ
6574.T,株式会社コンヴァノ
6378.T,木村化工機株式会社
8167.T,株式会社リテールパートナーズ
6517.T,デンヨー株式会社
4765.T,ＳＢＩグローバルアセットマネジメント株式会社
5351.T,品川リフラ株式会社
1379.T,ホクト株式会社
5930.T,文化シヤッター株式会社
5989.T,株式会社エイチワン
3496.T,株式会社アズーム
4221.T,大倉工業株式会社
6419.T,株式会社マースグループホールディングス
7868.T,株式会社広済堂ホールディングス
4570.T,株式会社免疫生物研究所
146A.T,コロンビア・ワークス株式会社
8079.T,正栄食品工業株式会社
3091.T,株式会社ブロンコビリー
6455.T,株式会社モリタホールディングス
2749.T,株式会社ＪＰホールディングス
3475.T,株式会社グッドコムアセット
6339.T,新東工業株式会社
7990.T,グローブライド株式会社
5981.T,東京製綱株式会社
3299.T,株式会社ムゲンエステート
7483.T,株式会社ドウシシャ
5445.T,東京鐵鋼株式会社
8892.T,株式会社エスコン
6676.T,株式会社バッファロー
2301.T,株式会社学情
7447.T,ナガイレーベン株式会社
3771.T,株式会社システムリサーチ
2207.T,株式会社ｍｅｉｔｏ
7943.T,ニチハ株式会社
3865.T,北越コーポレーション株式会社
3652.T,株式会社ディジタルメディアプロフェッショナル
7354.T,株式会社ダイレクトマーケティングミックス
4828.T,ビジネスエンジニアリング株式会社
6535.T,株式会社アイモバイル
5122.T,オカモト株式会社
4377.T,株式会社ワンキャリア
3028.T,株式会社アルペン
6125.T,株式会社岡本工作機械製作所
9946.T,ミニストップ株式会社
2734.T,株式会社サーラコーポレーション
9068.T,丸全昭和運輸株式会社
4599.T,株式会社ステムリム
6616.T,トレックス・セミコンダクター株式会社
9474.T,株式会社ゼンリン
9663.T,株式会社ナガワ
3679.T,株式会社じげん
4882.T,株式会社ペルセウスプロテオミクス
4238.T,ミライアル株式会社
3962.T,株式会社チェンジホールディングス
5036.T,日本ビジネスシステムズ株式会社
6298.T,ワイエイシイホールディングス株式会社
3968.T,セグエグループ株式会社
9755.T,応用地質株式会社
1762.T,株式会社髙松コンストラクショングループ
9115.T,明海グループ株式会社
3850.T,株式会社エヌ・ティ・ティ・データ・イントラマート
7231.T,トピー工業株式会社
8014.T,蝶理株式会社
3864.T,三菱製紙株式会社
7942.T,株式会社ジェイエスピー
3302.T,帝国繊維株式会社
9708.T,株式会社帝国ホテル
1786.T,オリエンタル白石株式会社
8150.T,三信電気株式会社
5885.T,株式会社ジーデップ・アドバンス
8131.T,株式会社ミツウロコグループホールディングス
6918.T,株式会社アバールデータ
8871.T,株式会社ゴールドクレスト
2484.T,株式会社出前館
5142.T,アキレス株式会社
7094.T,株式会社ＮｅｘＴｏｎｅ
4575.T,株式会社キャンバス
5011.T,ニチレキグループ株式会社
5129.T,株式会社ＦＩＸＥＲ
1301.T,株式会社　極洋
1822.T,大豊建設株式会社
6769.T,ザインエレクトロニクス株式会社
3558.T,ジェイドグループ株式会社
194A.T,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ
6653.T,株式会社正興電機製作所
7965.T,象印マホービン株式会社
6418.T,日本金銭機械株式会社
4446.T,Ｌｉｎｋ－Ｕグループ株式会社
3817.T,株式会社ＳＲＡホールディングス
4628.T,エスケー化研株式会社
6877.T,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社
6469.T,株式会社　放電精密加工研究所
8075.T,神鋼商事株式会社
2594.T,キーコーヒー株式会社
3984.T,株式会社ユーザーローカル
2674.T,株式会社ハードオフコーポレーション
4212.T,積水樹脂株式会社
6351.T,株式会社鶴見製作所
4228.T,積水化成品工業株式会社
7709.T,クボテック株式会社
367A.T,プリモグローバルホールディングス株式会社
5195.T,バンドー化学株式会社
9211.T,株式会社エフ・コード
153A.T,株式会社カウリス
5218.T,株式会社オハラ
8281.T,ゼビオホールディングス株式会社
1436.T,株式会社グリーンエナジー＆カンパニー
6238.T,フリュー株式会社
3189.T,株式会社ＡＮＡＰホールディングス
2060.T,フィード・ワン株式会社
7979.T,株式会社松風
6328.T,荏原実業株式会社
7917.T,ＺＡＣＲＯＳ株式会社
9610.T,ウィルソン・ラーニング　ワールドワイド株式会社
4743.T,株式会社アイティフォー
4888.T,ステラファーマ株式会社
4344.T,ソースネクスト株式会社
6289.T,株式会社技研製作所
5136.T,ｔｒｉｐｌａ株式会社
6993.T,大黒屋ホールディングス株式会社
9310.T,日本トランスシティ株式会社
7760.T,ＩＭＶ株式会社
9414.T,日本ＢＳ放送株式会社
7318.T,セレンディップ・ホールディングス株式会社
8157.T,都築電気株式会社
6381.T,アネスト岩田株式会社
6222.T,株式会社島精機製作所
6994.T,株式会社指月電機製作所
4011.T,株式会社ヘッドウォータース
3950.T,ザ・パック株式会社
6364.T,株式会社ＡＩＲＭＡＮ
3182.T,オイシックス・ラ・大地株式会社
8159.T,株式会社立花エレテック
9517.T,イーレックス株式会社
4025.T,多木化学株式会社
8877.T,エスリード株式会社
4169.T,ＥＮＥＣＨＡＮＧＥ株式会社
6420.T,ガリレイホールディングス株式会社
8244.T,株式会社近鉄百貨店
1976.T,明星工業株式会社
5821.T,平河ヒューテック株式会社
7537.T,丸文株式会社
5013.T,株式会社ユシロ
6240.T,ヤマシンフィルタ株式会社
3300.T,株式会社アンビションＤＸホールディングス
8746.T,ｕｎｂａｎｋｅｄ株式会社
4346.T,株式会社ＮＥＸＹＺ．Ｇｒｏｕｐ
6809.T,ＴＯＡ株式会社
9467.T,株式会社アルファポリス
6194.T,株式会社アトラエ
4534.T,持田製薬株式会社
7033.T,株式会社マネジメントソリューションズ
7860.T,エイベックス株式会社
4714.T,株式会社　リソー教育グループ
6337.T,株式会社テセック
8103.T,明和産業株式会社
7725.T,株式会社インターアクション
3201.T,日本毛織株式会社
479A.T,ＰＲＯＮＩ株式会社
8105.T,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ株式会社
3837.T,アドソル日進株式会社
8142.T,株式会社トーホー
6425.T,株式会社ユニバーサルエンターテインメント
8704.T,トレイダーズホールディングス株式会社
6928.T,株式会社エノモト
4848.T,株式会社フルキャストホールディングス
6357.T,三精テクノロジーズ株式会社
4375.T,セーフィー株式会社
3168.T,株式会社ＭＥＲＦ
1887.T,日本国土開発株式会社
5834.T,ＳＢＩリーシングサービス株式会社
7510.T,株式会社たけびし
4691.T,ワシントンホテル株式会社
6823.T,リオン株式会社
4595.T,株式会社ミズホメディー
4027.T,テイカ株式会社
7949.T,小松ウオール工業株式会社
4316.T,株式会社ビーマップ
6629.T,テクノホライゾン株式会社
4883.T,株式会社モダリス
6255.T,株式会社エヌ・ピー・シー
5988.T,株式会社パイオラックス
3763.T,株式会社プロシップ
4847.T,株式会社インテリジェント　ウェイブ
9227.T,マイクロ波化学株式会社
3939.T,株式会社カナミックネットワーク
2820.T,株式会社やまみ
6062.T,株式会社チャーム・ケア・コーポレーション
7607.T,株式会社進和
3151.T,株式会社バイタルケーエスケー・ホールディングス
6464.T,株式会社ツバキ・ナカシマ
2053.T,中部飼料株式会社
4992.T,北興化学工業株式会社
9052.T,山陽電気鉄道株式会社
1433.T,ベステラ株式会社
4370.T,モビルス株式会社
3565.T,アセンテック株式会社
2429.T,株式会社ワールドホールディングス
7421.T,カッパ・クリエイト株式会社
368A.T,株式会社北里
6637.T,寺崎電気産業株式会社
6564.T,株式会社ミダックホールディングス
3415.T,株式会社ＴＯＫＹＯ　ＢＡＳＥ
5408.T,株式会社中山製鋼所
8070.T,東京産業株式会社
4620.T,藤倉化成株式会社
4026.T,神島化学工業株式会社
3901.T,マークラインズ株式会社
4931.T,新日本製薬株式会社
9782.T,株式会社ディーエムエス
8198.T,マックスバリュ東海株式会社
4396.T,株式会社システムサポートホールディングス
341A.T,株式会社トヨコー
7102.T,日本車輌製造株式会社
5976.T,高周波熱錬株式会社
6333.T,株式会社ＴＥＩＫＯＫＵ
7512.T,イオン北海道株式会社
3431.T,宮地エンジニアリンググループ株式会社
4668.T,株式会社明光ネットワークジャパン
5240.T,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ株式会社
2266.T,六甲バター株式会社
8537.T,株式会社大光銀行
9305.T,株式会社ヤマタネ
4611.T,大日本塗料株式会社
3196.T,株式会社ホットランドホールディングス
5698.T,株式会社エンビプロ・ホールディングス
4826.T,株式会社ＣＩＪ
3561.T,株式会社力の源ホールディングス
8081.T,株式会社カナデン
3179.T,シュッピン株式会社
3393.T,スターティアホールディングス株式会社
2158.T,株式会社ＦＲＯＮＴＥＯ
3798.T,ＵＬＳグループ株式会社
9369.T,株式会社キユーソー流通システム
6413.T,理想科学工業株式会社
3333.T,株式会社あさひ
9979.T,株式会社大庄
9270.T,バリュエンスホールディングス株式会社
4434.T,株式会社サーバーワークス
2325.T,株式会社ＮＪＳ
