code,name
2004.T,昭和産業株式会社
8185.T,株式会社チヨダ
6469.T,株式会社　放電精密加工研究所
9256.T,株式会社サクシード
8871.T,株式会社ゴールドクレスト
2207.T,株式会社ｍｅｉｔｏ
6351.T,株式会社鶴見製作所
6309.T,巴工業株式会社
2734.T,株式会社サーラコーポレーション
5408.T,株式会社中山製鋼所
5592.T,株式会社くすりの窓口
2613.T,株式会社Ｊ－オイルミルズ
6433.T,ヒーハイスト株式会社
4526.T,理研ビタミン株式会社
6118.T,アイダエンジニアリング株式会社
7231.T,トピー工業株式会社
8081.T,株式会社カナデン
3950.T,ザ・パック株式会社
3300.T,株式会社アンビションＤＸホールディングス
8281.T,ゼビオホールディングス株式会社
5834.T,ＳＢＩリーシングサービス株式会社
5992.T,中央発條株式会社
3168.T,株式会社ＭＥＲＦ
2109.T,ＤＭ三井製糖株式会社
3189.T,株式会社ＡＮＡＰホールディングス
1847.T,株式会社イチケン
9268.T,株式会社オプティマスグループ
8142.T,株式会社トーホー
3763.T,株式会社プロシップ
6333.T,株式会社ＴＥＩＫＯＫＵ
1887.T,日本国土開発株式会社
8141.T,新光商事株式会社
6255.T,株式会社エヌ・ピー・シー
8139.T,株式会社ナガホリ
1762.T,株式会社髙松コンストラクショングループ
6659.T,株式会社メディアリンクス
5195.T,バンドー化学株式会社
4743.T,株式会社アイティフォー
2594.T,キーコーヒー株式会社
367A.T,プリモグローバルホールディングス株式会社
3201.T,日本毛織株式会社
6809.T,ＴＯＡ株式会社
8244.T,株式会社近鉄百貨店
4628.T,エスケー化研株式会社
5210.T,日本山村硝子株式会社
197A.T,株式会社タウンズ
7102.T,日本車輌製造株式会社
6378.T,木村化工機株式会社
6222.T,株式会社島精機製作所
472A.T,株式会社ミラティブ
4570.T,株式会社免疫生物研究所
6648.T,株式会社かわでん
5011.T,ニチレキグループ株式会社
6564.T,株式会社ミダックホールディングス
8079.T,正栄食品工業株式会社
5185.T,株式会社フコク
5976.T,高周波熱錬株式会社
7727.T,株式会社オーバル
2742.T,株式会社ハローズ
7914.T,共同印刷株式会社
7949.T,小松ウオール工業株式会社
4548.T,生化学工業株式会社
4611.T,大日本塗料株式会社
5988.T,株式会社パイオラックス
6289.T,株式会社技研製作所
3798.T,ＵＬＳグループ株式会社
5010.T,日本精蝋株式会社
1964.T,中外炉工業株式会社
6656.T,インスペック株式会社
2752.T,株式会社フジオフードグループ本社
7512.T,イオン北海道株式会社
9708.T,株式会社帝国ホテル
4462.T,石原ケミカル株式会社
9888.T,株式会社ＵＥＸ
6217.T,津田駒工業株式会社
4027.T,テイカ株式会社
5013.T,株式会社ユシロ
7607.T,株式会社進和
3431.T,宮地エンジニアリンググループ株式会社
8052.T,椿本興業株式会社
6245.T,株式会社ヒラノテクシード
7510.T,株式会社たけびし
4620.T,藤倉化成株式会社
8070.T,東京産業株式会社
6306.T,日工株式会社
479A.T,ＰＲＯＮＩ株式会社
4635.T,東京インキ株式会社
3895.T,ハビックス株式会社
5946.T,株式会社長府製作所
6339.T,新東工業株式会社
5218.T,株式会社オハラ
6356.T,日本ギア工業株式会社
3708.T,特種東海製紙株式会社
4956.T,コニシ株式会社
1822.T,大豊建設株式会社
5273.T,三谷セキサン株式会社
9470.T,株式会社学研ホールディングス
6676.T,株式会社バッファロー
2053.T,中部飼料株式会社
6357.T,三精テクノロジーズ株式会社
3001.T,片倉工業株式会社
3771.T,株式会社システムリサーチ
4406.T,新日本理化株式会社
7244.T,市光工業株式会社
438A.T,株式会社インフキュリオン
7921.T,株式会社ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ
7989.T,立川ブラインド工業株式会社
7774.T,株式会社ジャパン・ティッシュエンジニアリング
2471.T,株式会社エスプール
1930.T,北陸電気工事株式会社
8066.T,三谷商事株式会社
6932.T,株式会社遠藤照明
7931.T,未来工業株式会社
6272.T,レオン自動機株式会社
2216.T,カンロ株式会社
8131.T,株式会社ミツウロコグループホールディングス
3441.T,株式会社山王
8914.T,エリアリンク株式会社
6969.T,松尾電機株式会社
6276.T,シリウスビジョン株式会社
2130.T,株式会社メンバーズ
8158.T,ソーダニッカ株式会社
7888.T,三光合成株式会社
6706.T,電気興業株式会社
5449.T,大阪製鐵株式会社
6505.T,東洋電機製造株式会社
4112.T,保土谷化学工業株式会社
5269.T,日本コンクリート工業株式会社
6769.T,ザインエレクトロニクス株式会社
6430.T,ダイコク電機株式会社
8101.T,株式会社ＧＳＩクレオス
5038.T,株式会社ｅＷｅＬＬ
3877.T,中越パルプ工業株式会社
4229.T,群栄化学工業株式会社
